1148,1,3,1681,10500
1438,2,2,1831,22500
1719,0,3,1681,7000
1719,0,3,1681,7000
381,0,4,48,8000
1148,2,2,1831,12500
1438,1,2,1831,7000
1719,0,3,1681,7500
715,2,2,1831,22500
8,1,3,48,5500
120,2,2,89,6500
1438,3,2,1831,12500
1438,0,4,1831,14500
67,0,2,1831,4500
73,1,2,1265,12000
1148,1,2,1265,9000
1719,4,7,287,20000
52,5,3,1265,17500
381,3,5,1831,26500
1148,2,7,1831,15000
1438,0,3,27,12500
1148,3,7,1831,12000
42,3,7,1265,9000
1719,0,3,1681,3750
1148,1,3,1681,12500
1719,2,2,1265,10000
1719,0,3,1681,7000
1438,3,2,1265,25000
71,0,2,1831,5250
120,0,3,28,5000
715,0,6,32,10500
715,0,4,1681,6000
1719,0,3,1681,7500
1148,0,3,1681,9000
1438,0,2,52,5000
4,3,2,1265,12500
1438,0,3,1265,17500
1719,0,3,1681,7000
1148,0,2,170,19000
1719,2,6,1831,9000
1438,4,6,48,12500
259,3,3,1831,6000
103,2,4,48,7000
1438,0,2,287,5250
1438,1,1,1265,12500
1438,4,4,1831,27500
470,0,1,111,5250
1719,0,2,1681,7000
1719,0,4,1681,7500
1438,0,4,340,12500
1719,0,3,1681,7000
73,0,4,1265,4000
35,0,3,1681,12500
1719,0,2,1681,9000
231,1,4,1681,9000
13,2,3,371,7500
1719,3,2,61,9000
1148,3,2,1265,27500
120,0,4,50,7400
381,2,1,1831,7000
259,0,5,170,9000
1719,0,5,120,11500
120,2,3,89,7000
103,2,2,482,6000
4,0,3,158,3750
1719,0,2,1681,9000
1438,0,7,89,9000
1438,0,3,340,7000
381,3,3,1681,12500
2,0,1,36,3900
259,1,3,1681,5250
1438,2,3,111,12500
1438,2,1,1265,9000
1438,2,3,224,12500
1148,3,5,224,17500
1719,0,2,1831,7000
1148,0,3,1681,12500
1719,0,4,1681,7500
1719,0,3,1681,7000
94,0,5,89,5000
259,1,2,482,17500
381,0,1,1265,5500
1719,2,5,340,16000
1719,0,4,1681,7500
120,1,7,50,7500
259,0,3,63,10833.33333
35,1,7,171,14000
1719,3,2,1265,15000
381,3,3,1831,11500
715,3,3,1265,9000
715,0,6,1265,17500
715,0,3,1681,9000
715,0,2,1681,9000
1719,1,1,482,6000
1719,0,3,1681,22500
1719,0,5,17,20000
1719,2,5,89,7000
1719,1,3,1681,9000
1719,0,3,1681,7000
73,0,5,120,9000
1719,0,4,1681,27500
1148,0,4,1831,9000
1719,0,3,1681,7000
1719,0,3,1681,7000
1719,2,3,11,12500
231,0,2,22,4750
1719,0,5,1831,12500
1148,0,4,1681,12000
4,0,2,1681,7000
120,1,7,50,9000
259,2,3,1265,8000
1438,2,2,1831,27500
1148,1,3,129,7000
85,0,1,1681,7000
715,4,7,340,40000
1719,0,4,1681,7500
103,0,7,53,5250
391,4,4,1265,25000
1148,2,7,287,15000
381,1,3,143,12500
19,0,3,158,4500
1719,0,3,8,3750
1438,0,4,287,9000
1148,1,3,1681,5250
1438,2,4,340,12500
1719,0,3,1681,7000
1719,1,4,129,5000
1719,3,3,224,9000
19,0,2,371,3750
1438,1,1,1265,12500
73,0,3,1831,11500
103,3,7,48,15000
1719,1,3,1831,7500
75,0,3,89,6000
121,1,2,1681,7000
259,0,1,129,8000
1438,0,3,1831,22500
381,4,3,1265,21000
75,0,4,1265,7000
8,0,1,1831,5000
1438,2,3,143,9000
120,0,3,1831,6000
8,0,1,1831,5000
8,0,3,1681,7000
715,0,5,1831,6250
1438,1,3,75,7000
1438,3,5,1831,22500
381,0,7,1831,17500
1438,2,1,36,9000
35,0,2,1265,5250
35,0,1,1265,5250
133,3,1,482,7500
23,1,4,371,4750
4,0,4,158,3750
1148,0,4,120,9000
715,0,2,1681,9000
1438,2,1,1831,12500
1719,1,2,340,5000
1148,0,4,1681,12500
259,2,4,1831,5750
121,0,5,120,7500
259,0,4,111,5250
381,0,3,1265,12000
75,0,3,1831,6000
1148,2,2,36,6000
1438,0,2,482,10416.66667
715,0,4,29,22500
1719,1,2,1831,6500
1148,1,6,89,9000
1438,4,5,1831,45000
1719,0,5,1831,18000
1438,2,5,1265,19000
715,2,2,1681,12500
259,0,5,1831,11000
1438,0,3,1831,7000
391,2,4,371,6500
381,3,4,287,19000
1148,4,7,1831,13500
1438,0,3,340,7000
715,2,3,1265,55000
120,3,3,30,10500
1719,0,3,1681,9000
381,3,3,287,17500
121,2,2,340,5250
1438,2,1,50,14583.33333
1719,2,3,53,9500
381,1,4,371,8500
1148,0,5,1831,22500
381,1,2,1831,6000
391,2,2,11,10000
121,3,3,340,15000
67,0,2,1265,3500
715,1,2,1831,11500
8,0,7,1831,11500
715,0,3,1831,22500
1438,0,5,287,9000
52,2,2,287,9000
1438,0,3,36,6500
1438,3,5,1831,12500
231,2,2,1265,12500
391,1,3,1831,6500
1438,3,1,482,11500
1438,1,4,1681,10000
715,3,5,171,15000
67,0,3,34,7000
1148,0,5,88,22500
715,3,2,1681,20000
259,0,6,1265,12000
715,3,2,1265,12500
1438,0,2,1265,5500
391,0,2,1681,17500
6,2,2,120,7000
1438,1,1,1681,10000
1719,4,3,1831,15000
1438,2,1,53,9000
1438,2,3,1681,11000
1438,3,1,1265,17500
1438,2,4,1831,8500
715,0,2,287,3750
1719,0,3,1831,5500
1719,1,4,1831,5250
1438,1,3,1831,9000
8,1,7,1831,5250
1719,0,4,1681,7500
120,0,7,50,9000
1438,0,2,482,20000
470,0,3,1265,7000
1438,3,1,1831,22500
391,1,2,1265,9000
3,0,2,1265,5250
1438,1,3,88,9000
1438,0,1,1265,10000
391,2,1,41,10416.66667
1719,0,3,1681,7000
1148,0,4,1681,9000
1719,0,4,1681,7500
1719,0,3,1681,9000
27,1,3,1831,4500
103,3,4,371,15000
1719,2,4,15,6500
1719,0,3,63,12500
71,3,4,89,5000
1719,2,1,1831,6000
94,2,2,1831,7500
75,0,3,111,5600
1438,3,1,340,13000
23,2,2,1831,7000
231,2,5,340,7000
391,1,1,287,7000
715,1,3,143,7500
715,0,2,143,25000
8,2,4,1265,12500
120,0,5,1265,12500
715,1,7,340,7000
715,0,3,1265,7000
14,0,3,170,3750
1438,1,2,482,5250
1719,0,3,1831,37500
120,0,1,1831,3250
1438,1,2,371,10000
73,0,4,120,4500
1719,1,3,143,7000
381,0,3,371,7000
259,0,5,1681,5000
381,0,2,1681,17500
103,1,2,287,6500
1438,2,7,89,17500
231,0,5,1831,7500
8,0,7,171,7000
259,3,2,1265,22500
391,2,2,52,5000
231,1,3,1831,7000
715,3,3,1831,17500
1719,1,2,158,5000
715,3,3,1831,15000
1719,0,3,143,7000
75,0,3,1265,5750
715,1,2,143,11500
75,3,3,1831,7000
75,2,3,1831,5250
1719,2,3,224,9000
1719,3,4,120,12500
11,1,2,1831,9000
1438,3,4,170,17500
1719,2,2,170,8500
76,1,5,158,4000
73,0,3,287,12500
715,0,3,1831,17500
1719,2,2,1265,12500
381,2,2,1831,10500
73,1,2,287,7500
259,2,2,32,6500
381,0,1,482,15000
1438,3,5,89,16666.66667
231,3,2,1265,10500
1719,3,3,1831,12500
715,3,2,1831,15000
1719,3,4,1831,15000
2,2,2,1831,3750
120,0,7,50,6250
1719,3,5,1681,12500
1719,2,3,1681,9000
109,1,2,224,5833.333333
103,1,3,340,5000
1148,2,1,1265,8000
80,0,2,170,10000
2,1,3,129,3250
1,3,1,224,10000
259,3,2,1831,20000
1719,2,3,1831,8000
1438,4,4,1831,17500
75,1,5,129,5250
1438,1,1,143,7000
1719,0,1,120,7500
80,3,1,143,7000
73,0,2,120,6250
19,0,5,158,2500
133,0,4,170,5250
103,3,3,1831,6500
259,1,3,1681,7000
715,3,5,1831,24000
381,1,3,158,8000
18,0,3,1681,9000
1148,1,6,224,12500
120,2,2,63,8000
75,1,4,1831,5750
73,2,2,120,8000
1438,2,4,1831,10000
1719,2,3,371,10500
1719,2,6,1831,11500
1438,0,4,27,17500
94,1,3,371,7500
75,3,2,1831,12500
381,0,1,1831,6000
31,1,2,120,7000
16,1,4,143,5250
381,4,6,1831,18500
715,0,5,143,5250
231,0,5,1831,9000
75,0,3,1265,5250
231,0,4,1831,7500
1719,1,5,48,11500
18,1,3,1831,5000
715,0,2,371,10000
109,2,3,4,3750
715,2,4,1831,12500
1719,2,5,171,6250
1148,2,2,371,8500
259,2,2,1831,6000
259,0,3,15,17500
76,1,2,129,3500
1719,2,5,1831,7500
1719,1,2,48,6500
1719,3,3,1831,15000
1719,3,3,1831,15000
94,2,7,171,10000
715,3,2,1831,9500
381,1,7,224,5500
715,4,7,61,27500
121,0,2,1831,6500
156,3,3,371,5833.333333
1438,2,4,371,7000
1148,4,5,1831,18500
52,3,1,15,8000
1719,2,2,129,12500
1719,3,3,120,20000
391,0,3,170,6500
120,3,5,171,9000
1148,4,7,340,25000
1148,2,5,22,12000
1719,0,3,1681,8500
1148,2,5,287,12500
1719,0,2,1681,9000
1148,3,7,1265,15000
16,1,7,371,6000
4,0,2,75,3500
42,1,6,371,7000
715,1,3,158,6500
381,1,4,371,3750
5,1,1,63,3750
1438,3,1,482,19166.66667
71,0,2,143,4250
71,0,5,22,5000
259,3,2,7,9000
1,0,6,88,6500
715,0,5,61,14000
1148,2,3,111,9000
1438,1,2,287,9000
715,2,2,287,12500
1438,0,4,48,20833.33333
715,4,5,1831,37500
1719,0,3,1681,7000
391,1,7,89,9000
1438,4,7,1831,30000
715,3,2,287,22500
1438,1,3,482,8500
1438,3,3,88,11500
1438,0,2,287,14000
1438,2,3,88,7000
1148,1,5,158,5500
259,2,2,1681,9000
1438,2,4,1265,12500
391,3,5,89,7000
391,3,5,340,12500
391,1,3,63,11666.66667
1148,1,2,1265,12500
16,2,7,371,7000
1719,0,3,1681,7500
1148,3,2,1831,12500
1719,2,3,1831,9000
1148,2,1,1831,15000
391,0,2,340,2500
1148,2,2,1265,20000
1148,1,3,1831,7500
1438,2,2,1831,17500
715,0,3,1831,8000
381,3,3,1831,20000
715,0,1,1831,11000
1719,0,4,171,5000
259,3,5,1681,11500
103,0,3,129,10000
1438,1,3,1831,7000
381,3,3,1265,10000
8,4,6,224,6500
1719,3,7,170,9000
470,2,3,48,6000
381,4,5,1831,30000
715,0,2,1681,20000
259,1,2,120,5250
1719,3,2,1265,22500
715,1,1,1831,8500
231,1,3,1831,8000
1438,2,4,1831,7500
1719,4,4,224,17500
156,0,2,1681,7000
133,1,2,1265,6250
1438,1,5,224,18500
391,3,5,1265,10000
1719,1,2,1831,10000
1148,2,4,482,12500
1438,3,2,482,12500
259,1,4,1831,3750
1148,3,4,1831,37500
94,3,3,1831,11500
71,3,1,1831,7500
470,1,4,340,8000
259,4,2,1831,10500
381,2,7,48,10416.66667
1438,1,3,287,12500
381,0,2,120,12500
1438,3,5,224,12500
715,2,3,89,12500
1438,3,3,1831,15000
1719,0,2,1831,7000
1438,0,2,170,7500
715,4,4,75,20000
1438,2,1,482,8000
391,2,5,1831,9000
1719,3,4,120,7000
259,1,5,170,6000
1438,1,2,1831,11500
10,2,5,158,7000
231,1,4,1265,10000
1719,0,2,1265,20000
391,2,6,1681,9500
715,4,2,1265,20000
715,2,2,1831,9000
1438,0,5,36,12500
94,2,5,158,8000
1719,1,3,224,5250
1438,0,2,1831,12500
120,2,3,1265,8000
231,1,4,1265,12000
156,0,2,1265,4500
1438,0,2,1831,9000
1719,1,4,1831,12000
1438,1,1,1681,6500
1719,1,2,1831,9000
715,1,3,170,15000
9,3,1,1265,20000
1438,2,3,1831,10500
1148,3,4,1265,15000
231,0,5,15,6500
1719,1,2,1831,7500
75,1,1,55,4000
715,3,3,143,12500
1438,3,2,1831,11500
109,4,4,32,9000
48,0,2,41,7000
381,2,2,1831,17500
121,1,3,1831,7000
80,0,1,143,3250
1719,0,3,1831,10500
121,0,5,1681,7000
381,2,3,129,7000
381,3,3,482,12500
259,2,1,482,4900
1438,3,5,61,11000
1438,0,1,287,5250
1719,1,2,482,3750
1719,2,3,29,7000
1438,2,3,1265,10500
1438,0,1,52,7000
1438,2,2,287,25000
1719,3,2,1831,11500
1148,3,5,340,13000
1719,0,3,1831,9000
259,1,4,1265,7000
715,0,5,170,15000
1719,1,3,482,9000
1438,1,3,1831,6500
715,2,3,1831,6500
1719,0,1,1831,7000
1719,1,3,1831,9000
103,1,6,48,7000
109,2,3,1831,7000
715,0,2,1831,9000
381,2,3,1831,7000
1719,1,4,224,5250
1438,0,3,1265,21000
391,3,2,8,15000
1719,3,3,1831,10000
715,3,5,1831,19000
1438,1,2,1265,12500
1148,0,1,482,10500
1438,1,1,1265,10000
1719,2,2,120,11500
67,0,4,129,5250
120,1,4,75,5500
1438,3,4,1831,20000
1438,4,5,1831,22500
1438,2,3,1831,15000
715,4,5,340,7000
121,3,2,1831,7000
1719,1,2,29,7000
715,3,5,1681,9000
391,0,3,63,3750
1148,0,1,482,25000
120,3,3,1265,5250
1438,3,4,1831,30000
715,3,2,1831,11500
391,0,1,14,5250
1719,0,4,224,7500
35,2,1,53,5250
1719,3,3,1831,12500
715,2,2,1831,7000
259,3,4,224,5250
1719,3,3,1265,13000
1719,3,3,29,17500
1438,2,3,1265,10000
470,3,5,111,12500
1148,0,7,1831,22500
4,4,2,61,6000
71,0,2,287,4500
109,2,1,1265,11500
1438,3,5,1831,21500
35,2,4,371,5250
1438,2,5,1265,17500
381,2,7,1681,10500
35,0,2,143,7000
1438,2,7,61,9000
120,0,5,63,6000
1148,0,5,1831,20000
1438,3,4,63,12500
1438,0,2,287,7500
1438,0,2,1265,11500
1438,3,3,1831,15000
1719,0,5,129,10500
1438,0,3,287,11000
1719,0,2,1831,6000
391,3,1,482,9000
76,1,3,1681,6000
1438,1,3,1265,6500
1148,2,2,1681,10000
715,3,4,371,9000
470,3,5,1265,15000
1148,0,2,129,12500
75,0,4,1265,18750
231,0,3,1265,14583.33333
391,3,2,1265,12500
1438,3,5,1831,14583.33333
31,1,3,1831,10000
1719,1,3,1831,8000
259,3,2,1831,11500
1719,1,1,53,7000
715,3,4,224,14500
1438,0,3,1265,9000
94,2,3,1265,7000
381,3,4,55,15000
1438,0,4,1831,17500
1719,2,3,29,15500
10,1,1,1831,6500
1438,3,3,1831,11500
391,3,2,340,12500
715,1,1,1831,8000
8,3,5,1265,7500
1719,0,2,1831,7000
470,2,3,1265,7500
1148,0,3,1265,15000
391,0,2,1831,4250
1719,2,2,129,22500
1438,3,2,1681,11500
1438,0,2,28,4500
1438,0,3,1831,11500
1438,2,5,1831,12500
1148,1,4,1265,7000
715,2,2,1681,20000
381,3,3,1265,15000
715,3,3,1831,15000
1438,1,3,1265,6000
259,1,3,120,6500
1719,3,4,48,16000
1438,1,3,224,7000
1719,4,5,52,27500
1438,2,2,52,9000
391,0,4,1681,7000
391,1,1,129,9500
715,0,3,61,10416.66667
1719,2,4,1681,14000
1719,2,4,158,14500
715,3,1,1831,7000
120,0,3,75,7000
715,3,2,1681,16000
1438,0,4,1831,17500
1719,2,3,482,3750
1438,4,5,61,37500
1438,0,5,1831,17500
1719,2,4,1831,10000
1719,0,5,1265,22500
1719,3,6,1831,9500
1148,0,2,1265,11000
120,3,1,1265,6000
1438,0,4,170,12500
381,2,4,48,6000
1148,2,3,287,11500
1438,1,2,1265,16500
16,1,2,482,7500
35,0,5,13,12500
1438,2,3,1265,15000
715,2,2,371,6750
1438,1,4,89,9000
1148,0,3,1831,12000
381,3,1,27,27500
1719,3,5,1831,11500
1719,0,3,1831,5250
1719,3,3,1831,14000
259,1,5,17,6000
1438,0,2,482,7000
259,2,3,224,9000
121,0,2,29,5500
259,0,3,88,9500
1719,3,4,1831,11500
1438,2,5,1831,11500
1438,0,3,88,10000
1438,4,4,1831,17500
1719,4,1,1265,8500
259,1,3,52,7000
1719,1,2,482,7500
1438,1,3,1265,12500
1719,3,5,1265,9500
1148,3,3,1831,17500
715,3,3,120,15000
120,3,2,1265,12500
71,3,4,158,5000
715,3,4,1831,15000
1719,0,3,32,5750
1438,2,3,1265,12500
1438,1,5,10,9000
381,3,3,1831,20000
1719,3,3,1831,7000
259,0,5,129,10416.66667
1438,0,1,1265,12500
1719,2,2,1831,6500
1719,0,5,224,9000
133,2,3,63,6000
715,3,5,1265,17500
715,3,2,1831,22500
715,2,3,61,12500
1438,4,3,1831,12500
94,2,3,1681,17500
1719,2,2,1265,7500
1438,3,2,1831,11500
715,2,3,1265,11500
715,3,3,7,22500
1438,2,1,30,18500
1719,0,1,1265,11500
1438,2,1,1831,10000
52,3,4,1831,8000
121,3,3,120,8000
120,0,5,1681,5500
1438,4,3,48,13500
1148,2,4,52,17500
715,3,3,1831,15000
1719,0,5,171,7000
391,2,3,27,6500
1719,2,2,53,5000
1719,2,2,482,8000
259,2,3,1265,14000
381,0,3,1831,10000
259,3,2,28,7500
1719,0,2,1831,7500
133,0,1,1265,12500
715,2,3,1831,12500
103,1,3,48,15000
381,3,3,1831,15000
121,1,2,1831,11500
1719,3,3,1831,20000
391,1,3,1831,6000
1148,0,2,75,7000
1438,1,2,1831,13000
1719,1,3,1831,5750
1148,0,1,1265,12500
1719,3,3,48,8000
259,3,3,89,10416.66667
1719,2,2,1265,9000
1719,4,1,129,7000
1438,4,6,1831,22500
73,3,4,1265,12500
1438,3,4,1831,25000
231,2,5,1265,6000
1438,0,2,1831,12500
1438,2,2,1265,10500
103,0,4,287,14000
231,4,5,1831,10000
8,1,7,1831,5250
1438,0,4,1831,22500
715,4,2,371,12500
381,3,5,1831,20000
1719,0,1,1681,9000
715,3,3,120,22500
1438,1,6,158,7000
715,0,4,129,15000
156,0,3,158,5250
1438,2,5,1681,11500
1438,0,3,482,12500
1719,4,3,1831,22500
259,3,4,53,5250
1438,2,2,1831,20000
1438,3,2,1831,11500
109,4,7,171,15000
1,0,6,1831,20000
121,3,3,1831,8000
1719,0,3,1265,4500
1719,1,4,1831,10500
381,0,3,1831,6000
76,0,4,371,4950
470,2,2,170,9000
1438,3,4,171,12500
1438,2,2,120,12500
715,1,1,340,10000
1148,2,1,1831,22500
1719,2,2,1681,22500
381,0,3,1265,12500
1719,5,3,1265,11000
1719,3,4,1831,17500
109,2,5,158,8000
1438,0,1,1831,20000
1438,3,3,1831,15000
1438,2,3,29,8000
1438,0,4,171,15000
52,2,1,1265,8000
1438,1,5,1681,11500
381,3,5,1831,12500
31,2,5,15,9000
381,0,1,1831,12500
1438,2,4,52,14000
1438,1,3,1831,15000
1438,1,3,1265,7000
1719,0,1,1831,10416.66667
381,0,3,1831,15000
109,0,3,287,4500
1148,1,4,63,9000
391,0,3,1831,15000
76,1,3,340,14583.33333
259,3,3,1265,15000
1438,2,4,1681,26500
391,0,2,482,4500
42,0,4,371,6000
1438,3,2,1265,30000
259,0,4,29,15000
120,0,5,88,4500
1438,3,6,10,12500
1438,3,1,53,11000
76,1,3,41,5250
715,3,5,224,12500
715,3,3,1831,12500
120,4,2,1265,15000
715,3,3,1831,15000
1719,1,3,1831,12500
1719,1,1,340,7000
381,2,4,1831,15000
120,1,2,20,4750
381,3,4,158,7500
156,2,2,1265,7000
42,3,4,89,6500
1148,0,5,287,5250
1148,3,3,1265,22500
1438,1,4,224,7000
391,0,2,1265,4500
381,0,6,17,12500
75,2,3,1831,6000
35,1,1,1265,9000
381,0,1,1265,12500
94,1,2,1831,5500
381,1,3,1831,9000
470,0,2,53,5500
1438,1,4,171,7000
42,0,2,1681,7000
1438,1,3,158,11500
8,0,3,287,3250
1719,0,2,1681,7000
1148,2,2,1831,8000
1719,0,5,61,12500
259,4,3,482,10000
715,0,7,89,9000
109,1,3,1831,5250
1438,2,2,1265,11500
1438,4,5,287,22500
1148,2,3,482,12000
470,3,2,287,11500
381,0,4,1265,18750
381,3,3,1831,9000
391,0,2,1831,5250
259,4,4,1265,17500
1148,0,7,20,9000
1719,2,7,158,9000
1438,3,2,1681,20000
8,2,5,89,5250
121,2,2,120,17500
231,2,2,1831,7000
1438,4,5,1831,17000
1438,1,4,1831,7000
94,0,2,1681,7500
80,1,2,1831,19500
1148,0,4,171,12500
231,0,3,1265,8500
1719,3,4,1831,11500
1438,0,4,1681,15000
470,2,4,1831,8500
259,3,4,224,10000
1148,2,2,1831,19000
715,0,3,224,9000
67,0,2,53,8500
1148,0,5,1265,12000
1438,3,4,1681,15000
1438,1,2,1831,12500
1719,3,2,1265,25000
381,0,1,1265,10000
1719,3,2,1265,17500
1719,1,1,120,9000
391,3,2,1681,10000
1438,0,1,1265,22500
76,3,2,171,5500
1719,0,3,1265,5250
1148,2,1,1831,60000
1719,3,2,482,5250
1719,3,5,224,12500
16,6,2,287,45833.33333
2,1,2,1831,4000
35,2,2,482,17500
1438,3,2,1831,9000
1148,3,7,28,12500
42,3,2,1265,11500
1148,2,1,52,9000
1438,0,2,89,7000
259,2,5,482,6500
1719,1,7,48,8000
67,3,5,371,11500
1719,2,1,482,15000
1438,0,3,1831,9000
231,1,4,158,4000
1438,0,4,1831,10500
48,0,2,143,3750
259,4,7,340,17500
391,0,3,30,12500
715,3,3,1831,12500
2,0,5,158,3750
109,3,5,371,7000
80,3,4,143,7500
52,0,5,48,5000
715,2,3,75,11250
94,1,4,3,9000
133,3,2,36,15000
381,0,2,1831,8500
75,0,3,1265,6500
715,0,2,1265,17500
1719,3,7,158,7000
715,1,2,287,10500
1719,1,1,6,9000
470,0,5,1831,6500
470,2,5,1265,7000
133,0,2,67,7000
94,3,6,1831,17000
103,3,5,75,12500
391,1,5,1265,5250
381,2,2,158,5250
15,0,3,1831,5000
94,2,2,53,8000
48,0,1,482,10000
121,1,2,1265,12500
120,3,4,1831,7000
27,1,2,287,5000
35,1,3,1681,9000
381,2,3,13,7500
156,0,5,1831,4000
120,4,5,171,9000
1148,2,5,1831,10500
381,3,3,36,5250
121,2,2,287,30000
109,3,1,1831,9000
1438,3,5,61,22500
381,1,3,111,9000
1148,0,3,171,6500
121,2,2,1831,6500
1438,0,3,482,30000
31,3,3,1265,8000
1438,1,1,36,7000
391,1,3,1265,11500
42,0,3,287,5250
1148,2,6,1831,11500
15,0,1,1265,7000
121,3,5,48,9000
715,4,4,1831,17500
1719,3,6,41,29166.66667
1438,0,2,1265,7000
48,0,3,1681,8000
1719,0,2,20,5250
1438,3,2,1265,12500
42,2,3,1831,9000
120,0,7,1681,7000
259,2,4,1681,9000
1719,3,1,29,25000
715,0,6,1831,11500
1438,0,3,287,22500
133,1,1,1831,7000
1438,0,4,482,7000
1438,1,1,1265,7500
1438,1,2,340,10416.66667
1438,3,2,1831,17500
67,0,2,171,17500
1438,2,3,48,12500
715,3,7,1681,15000
120,0,2,1265,2500
109,3,6,1831,15000
1438,3,6,1265,27000
35,0,3,67,5250
715,3,4,1681,15000
1438,0,3,1831,17500
1438,4,2,1265,22500
1148,2,1,482,13500
8,1,2,1265,4000
73,0,4,287,5000
1438,0,5,482,14000
1438,0,4,1681,17500
1719,1,2,1831,5250
1438,0,2,1265,11500
1438,2,3,120,20000
391,2,1,143,5250
1719,3,3,52,12500
52,0,3,143,5250
1438,1,4,52,7500
715,3,4,371,12500
133,3,3,1265,9000
715,2,2,1831,12500
1438,0,2,1831,7500
715,2,2,22,22500
1438,3,3,89,22500
391,2,5,1831,6500
1438,1,1,1265,5250
1438,0,3,1831,25000
71,0,1,143,3750
1438,0,2,22,12500
42,1,3,1831,5000
133,3,2,1265,10000
1438,2,4,1831,22500
391,3,5,1831,9000
1438,2,3,120,10000
715,0,5,1265,11500
1148,0,2,1681,10500
1438,3,5,287,12500
109,3,5,1681,12500
52,4,7,1265,35000
231,1,5,1265,12500
1438,1,1,1831,5250
1438,3,2,482,10416.66667
1438,2,2,1831,15000
715,1,7,111,7000
1438,3,3,1831,11500
109,0,3,75,9500
381,1,3,4,9000
259,3,4,1831,11500
4,0,3,48,11500
1719,3,7,224,16500
